sentiment,text,translated
positive,"Nilai wajar properti investasi mencapai EUR 2,299.9 juta, dibandingkan dengan EUR 2,229.5 juta pada periode yang sama tahun 2009.",True
positive,Dana pada nilai wajar akan meningkat.,True
neutral,Dampak dari akuisisi ini terhadap penjualan bersih Teleste pada tahun 2010 diperkirakan sekitar EUR 2 juta.,True
neutral,"Dampak terhadap penjualan bersih TietoEnator pada tahun 2008 dari pembelian tersebut diperkirakan mencapai 11 juta euro $ 15,9 juta.",True
positive,Optimalisasi proses pemanasan komponen baja akan mengurangi konsumsi energi.,True
positive,Proporsi penumpang Estonia dan Lituania pada rute Tallinn-Helsinki juga meningkat pada bulan Juli.,True
neutral,Penghematan ini akan berdampak penuh pada awal tahun 2007 .,True
positive,Penugasan ini memperkuat posisi Poyry sebagai penyedia jasa teknik dan proyek internasional untuk industri proses kimia.,True
positive,Perjanjian kemitraan baru ini merupakan tonggak penting bagi kedua belah pihak.,True
positive,"Perwakilan Tiimari dari Latvia, Ineta Zaharova, mengatakan bahwa perusahaan memperoleh keuntungan sebesar LVL 122.000 pada tahun 2005, yaitu 20 kali lipat dibandingkan laba tahun 2004.",True
neutral,"Bersama-sama, Yahoo dan Nokia mengatakan mereka akan terus memberikan pengalaman Internet yang memenuhi kebutuhan inti konsumen, pengembang, operator dan pengiklan.",True
positive,"Melalui perjanjian tersebut, Ramirent akan memperluas jangkauan peralatan dan layanan yang diberikannya kepada Destia, kata direktur pelaksana Ramirent Finlandia, Kari Aulasmaa.",True
positive,"Melalui pengambilalihan tersebut, Panostaja semakin memperluas area bisnisnya yang mengkhususkan diri pada digital printing, yang sebelumnya terdiri dari anak perusahaan Kopijyva Oy dan Sokonet Oy.",True
neutral,"- Inge Larsen (CFO), 29.045 saham, mewakili 0,50% modal saham.",True
neutral,"Perkiraan untuk tahun 2012 adalah 3,3%.",True
neutral,"Modal saham Alma Media Corporation (ID bisnis 1944757-4) adalah EUR 45.031.513,80 dan terbagi menjadi 75.052.523 saham.",True
neutral,Perusahaan ini terdaftar di Bursa Nordik di Helsinki.,True
neutral,"Incap Contract Manufacturing akan melaksanakan produksi untuk perjanjian ini di pabriknya di Tumkur, dekat Bangalore.",True
neutral,"Ini akan dioperasikan oleh Nokia, dan didukung oleh jaringan Nokia NetAct dan sistem manajemen layanannya.",True
neutral,"28 Januari 2011 - Operator pusat teknologi Finlandia Technopolis Oyj (HEL: TPS1V) mengatakan hari ini pihaknya akan menginvestasikan EUR22,5 juta dalam pembangunan fasilitas perkantoran tahap kedua di Tampere.",True
neutral,Comptel Corporation akan mempublikasikan laporan keuangan tahun 2008 pada tanggal 12 Februari 2009 .,True
neutral,"L&T Recoil Finlandia, sebuah perusahaan yang mengkhususkan diri dalam regenerasi minyak bekas, sedang membangun fasilitas di Hamina di Finlandia pada tahun 2008.",True
neutral,Toko-toko tersebut terletak di wilayah ibu kota dan wilayah Paijat-Hame.,True
neutral,Maskapai tersebut mengatakan bahwa agen perjalanan Area-nya akan menjual sebagian besar gerainya ke jaringan saudaranya Suomen Matkatoimisto (SMT) dan menggunakan sisa kehadiran fisiknya untuk menargetkan pelanggan bisnis di masa depan.,True
neutral,Penjualan bersih tahunan unit ini mencapai EUR 5 juta dan saat ini mempekerjakan sekitar 55 orang.,True
neutral,"Pada hari kerja berikutnya pelanggan dapat memeriksa dari komputer di rumah mereka bagaimana pembelian mereka dibagi ke dalam kelompok bahan yang berbeda, berapa banyak energi yang terkandung dalam berbagai produk dan apa kandungan nutrisi dari semua pembelian.",True
neutral,Nama Perusahaan dimana kepemilikannya telah diakuisisi : Citycon Oyj 2 .,True
neutral,"BasWare berkantor pusat di Espoo, Finlandia.",True
neutral,"Toko tersebut berlokasi di Poznan di pusat perbelanjaan bernama Pestka, tambah perusahaan itu.",True
neutral,"Kursi lainnya akan ditempati oleh Edgar Edmonds, warga Amerika yang berpengalaman di industri pakaian dan ritel, dan Christian Fischer, warga Austria yang berpengalaman di bisnis peralatan olahraga musim dingin.",True
neutral,"Menurut UU tersebut, universitas kini dapat memperoleh pendanaan swasta.",True
neutral,"Mengikuti strateginya, Tikkurila telah mendirikan perusahaan penjualan yang dimiliki sepenuhnya TOO Tikkurila di Almaty, Kazakhstan, untuk memasarkan cat dekoratif dengan merek Tikkurila Finlandia dan merek Teks Rusia.",True
negative,"Lalu lintas di Asia menurun sebesar 3,4 persen.",True
neutral,5.700 karyawan Ahlstrom melayani pelanggan melalui kantor penjualan dan fasilitas produksi di lebih dari 20 negara di enam benua.,True
neutral,"Raute, yang berkantor pusat di Nastola, Finlandia, adalah perusahaan teknologi yang melayani industri produk kayu di seluruh dunia.",True
positive,"Produsen produk konsumen Fiskars Corp. akan membuka pusat distribusi dan gudang di Southaven, menciptakan 100 lapangan kerja.",True
neutral,"Menurut informasi terakhir, Benefon akan meluncurkan perangkat Twig pada 20 September 2006.",True
neutral,Atria juga akan membeli saham Kauhajoki Teurastamokiinteistot Oy (properti Rumah Potong Hewan Kauhajoki) dari Koperasi Itikka.,True
neutral,Perusahaan patungan ini akan segera berinvestasi sekitar EUR 500.000 dalam teknologi produksi.,True
neutral,Dia akan melapor kepada CEO CapMan Plc Heikki Westerlund.,True
neutral,Harga akan ditentukan pada tanggal penyelesaian.,True
neutral,Sebanyak $ 78 juta akan diinvestasikan dalam proyek ini.,True
neutral,Konsultan TI Finlandia Satama Interactive Oyj mengatakan pada 13 November 2006 bahwa Jarmo Lonnfors mengambil posisi CEO.,True
neutral,"H1 '08 H1 '07 Q2 '08 Q2 '07 dalam juta euro, kecuali dinyatakan lain Penjualan bersih 386 328,6 201 160,7 Laba operasional 46,3 35,8 23,2 9,5 Laba sebelum pajak 33,6 26,9 18,7 5,1 Laba bersih 25,1 25,4 14 4,0 EPS dalam euro 2,20 2.36 1,24 0,38 1,0 euro = $1,60 www.componenta.com",True
neutral,"` Nordea jelas terlalu besar untuk diakuisisi oleh Sampo,' kata seorang analis. ` Namun Sampo tampaknya memiliki agenda untuk Nordea sebelum privatisasi.",True
neutral,`` Solusi Konvergensi Seluler Tetap mewakili proposisi nilai utama dalam pasar komunikasi saat ini.,True
neutral,`` Tidak ada ruang untuk mengubah komponen share seperti yang telah kami tunjukkan. '',True
neutral,`` Kita bisa berada di sana.,True
positive,`` Kami adalah penawar terendah dan sekarang persetujuan akhir sedang ditunggu. '',True
neutral,"1 siang. Kantor pusat Bank Nordea 19 3-ya ulitsa Yamskogo Polya , Gedung 1 Telepon : 495 777-34-77 ext. 3932 , 3931 03.02.2011 Unimilk - RUPSLB 03-04 .02.2011 KTT bisnis internasional XVI Bisnis Makanan Rusia 2011 akan berlangsung .",True
neutral,"128.538 saham masih dapat diambil bagian dengan opsi saham Seri E, maks.",True
neutral,15 November 2010 - Perusahaan energi Finlandia Fortum Oyj HEL: FUM1V mengatakan hari ini pihaknya dan mitranya memulai negosiasi untuk membangun model operasi baru untuk pasokan energi di wilayah Turku di Finlandia barat.,True
neutral,"561,470 saham baru berdasarkan rencana hak opsi tahun 2003 Perusahaan pengemasan Huhtamaki Oyj melaporkan pada hari Senin bahwa total 561,470 saham baru perusahaan telah diterbitkan berdasarkan pemesanan saham berdasarkan rencana hak opsi tahun 2003.",True
neutral,"Pertemuan untuk media dan analis akan diadakan pada hari yang sama pukul 10:30 di Kantor Pusat Stonesoft di Helsinki, Italahdenkatu 22 A. Laporan sementara akan disampaikan oleh CEO Stonesoft Ilkka Hiidenheimo.",True
neutral,Rapat pemegang saham Glisten untuk memberikan suara pada tawaran tersebut akan diadakan pada 12 Maret.,True
neutral,"Pemutaran ulang akan tersedia hingga 27 Oktober 2006 di nomor berikut: Penelepon AS: +1 617-Ã¯Â¿Â½801-Ã¯Â¿Â½6888 , penelepon non-AS: +44 20 7365 8427 , kode akses : 2659 5401 .",True
neutral,"Seorang juru bicara mengatakan: `` Pusat toko makanan, yang bergantung pada dewan dan dukungan lokal, dapat terdiri dari supermarket atau toko kecil dan gerai khusus lainnya, dan hal ini akan diperkuat setelah berkonsultasi dengan dewan dan komunitas lokal mengenai penggunaan dan penghuni yang sesuai. ''",True
neutral,"Sebanyak 185 SI Bersertifikat Wonderware tersedia untuk mengintegrasikan dan mendukung produk Wonderware seperti perangkat lunak InTouch -Ã¯Â¿Â½ HMI, sejarawan IndustrialSQL Server, Wonderware Information Server, perangkat lunak DT Analyst, atau perangkat lunak QI Analyst SPC.",True
neutral,"A. Le Coq memiliki pangsa pasar sebesar 41,3 persen dan kelompok minuman saingannya Saku 32,1 persen.",True
neutral,"Sekitar 36% di antaranya berasal dari Aspo Chemicals, 39% dari Aspo Shipping dan 25% dari Aspo Systems.",True
neutral,"Sekitar 72% saham Grup Evraz dimiliki oleh Lanebrook, yang penerima manfaatnya, di satu sisi, adalah Millhouse, perusahaan induk atas aset miliarder Roman Abramovich dan mitra bisnisnya 50%; dan eksekutif Evraz Alexander Abramov dan Alexander Frolov 50 % , di sisi lain .",True
neutral,Absolut Bank sedang menjajaki kemungkinan pinjaman lebih lanjut.,True
neutral,Aker Yards Finlandia akan mulai menggunakan subkontraktor Tiongkok di galangan kapalnya di Finlandia.,True
positive,Perusahaan industri makanan Finlandia HK Ruokatalo dan Atria akan membentuk perusahaan patungan bernama L+Ã¯Â¿Â½nsi-Kalkkuna untuk memproduksi daging kalkun.,True
neutral,Perusahaan industri makanan Finlandia L+Ã¯Â¿Â½nnen Tehtaat merencanakan perubahan pada bisnis produk ikannya.,True
negative,"Pemasok pipa dan sistem pemanas asal Finlandia, Uponor, memberhentikan sementara seluruh tenaga kerjanya di Finlandia selama dua minggu mulai pertengahan Juli 2009.",True
neutral,Perusahaan investasi properti Finlandia Citycon berencana menerbitkan obligasi konversi subordinasi terarah kepada investor institusi.,True
neutral,"Di Finlandia, Terminal Kargo Hamina, milik Nurminen Logistics Finlandia, telah membeli sebuah gudang dengan hak sewa tanah di Pelabuhan Hamina.",True
negative,"Di Finlandia, perusahaan sektor logam Componenta memberhentikan sementara staf pabrik Pori sejak Natal 2008 hingga 6 Januari 2009.",True
neutral,"Anggota Grup HK Ruokatalo di Finlandia, Scan, meluncurkan rumah potong hewan patungan dengan Tim Ugglarp di Sk+_ne, Swedia selatan.",True
neutral,"Perusahaan konstruksi terbesar di Finlandia, YIT Corporation, akan mengakuisisi 70% saham perusahaan konstruksi Slovakia Reding Bratislava.",True
negative,"Menurut Aktia Asset Management, perkiraan analis Finlandia untuk tahun 2009 masih terlalu tinggi.",True
neutral,"Menurut laporan media bisnis, Usmanov berencana untuk mentransfer saham MegaFon miliknya ke Svyazinvest yang dikendalikan negara, dengan imbalan saham di RosTelecom yang digabungkan.",True
neutral,"Menurut CEO Hannu Syrj+Ã¯Â¿Â½nen, nama umum dan identitas visual baru diperlukan seiring dengan pertumbuhan dan internasionalisasi grup tersebut.",True
neutral,"Menurut Gallup Food and Farm Facts, konsumsi daging sapi mencapai 99 juta kilo di Finlandia pada tahun 2007.",True
neutral,"Menurut dia, pekerjaan konstruksi akan dimulai pada musim semi 2007, dan fasilitas tersebut akan ditugaskan pada musim semi 2008.",True
neutral,"Menurut Soosalu, perhatian khusus diberikan pada privasi dan keamanan penghuni dalam desain gedung Jalan Aleksandri.",True
neutral,"Namun, menurut statistik Administrasi Maritim Finlandia, pelayaran tidak meningkat banyak pada bulan Januari-Agustus 2009.",True
neutral,"Menurut perusahaan, keputusan mengenai masalah ini akan diambil paling cepat pada musim panas 2010, dan paling lambat pada musim panas 2011.",True
neutral,"Menurut perusahaan, PHK tersebut bersifat sementara.",True
neutral,"Menurut Kamar Dagang Finlandia-Rusia, semua perusahaan konstruksi besar Finlandia beroperasi di Rusia.",True
neutral,"Berdasarkan pemberitahuan tersebut, kepemilikan Ameriprice Inc. dan grup perusahaannya kini berjumlah 808.973 saham, yang mewakili 3,582% saham dan hak suara Tekla.",True
neutral,"Menurut laporan tersebut, pangsa pasar gabungan Elisa dan DNA di pasar telekomunikasi Finlandia adalah 59%.",True
neutral,Setelah itu kedua perusahaan duduk dan menyelesaikan kesepakatan ini.,True
neutral,"Setelah penjualan, Savcor Group Ltd akan terdiri dari Savcor ART, fungsi korporasi dan investasi di Cencorp Corporation.",True
neutral,5.800 karyawan Ahlstrom melayani pelanggan melalui kantor penjualan dan fasilitas produksi di lebih dari 20 negara di enam benua.,True
neutral,Saham Ahlstrom dikutip di NASDAQ OMX Helsinki.,True
neutral,Saham Ahlstrom dikutip di NASDAQ OMX Helsinki.,True
neutral,Airbus akan berupaya mengevakuasi hingga 873 orang dalam waktu 90 detik.,True
neutral,"ALEXANDRIA, Va., 7 Juni - Michael G. Williams dari Newbury Park, California, telah mengembangkan perangkat jaringan.",True
neutral,Seluruh hak cipta .,True
neutral,Seluruh materi Hari Pasar Modal YIT akan tersedia di situs Internet perusahaan di www.yitgroup.com/investors pada pukul 10:30 tanggal 26 September.,True
neutral,"Alma Media memegang 70% saham perusahaan ini, sisanya dimiliki oleh karyawan kunci perusahaan.",True
neutral,Hampir seluruh gedung perkantoran akan ditempati Metso.,True
neutral,"Selain itu, Westpac juga akan menerbitkan kesepakatan FRN patokan selama 18 bulan dalam Euro.",True
neutral,Perkembangan bisnis online juga akan terus berlanjut.,True
neutral,Altimo sebelumnya menyetujui kesepakatan serupa dengan Telenor untuk menggabungkan saham mereka di VimpelCom dan Kyivstar-GSM.,True
neutral,"Sebagai bagian dari perjanjian, 10 karyawan dari fungsi dokumentasi Kehutanan John Deere akan dipindahkan ke DokuMentori Oy.",True
neutral,"Hasilnya, sebanyak 82 karyawan akan diberikan pemberitahuan.",True
neutral,"Sebagai hasil dari transaksi tersebut, Sanoma Budapest telah mengakuisisi saham di toko online Egeszsegbolt.",True
neutral,"Sebagai alternatif dari bursa saham, Panostaja menawarkan imbalan tunai penuh dengan nilai 1,27 euro $1,7 per saham.",True
negative,"Sebagai bagian dari langkah reorganisasi yang akan dilakukan pada musim semi 2006, Tamglass Finton akan memulai negosiasi personel yang akan mempengaruhi seluruh stafnya yang berjumlah 33 orang.",True
neutral,"Seperti diberitakan pada tanggal 26 Juni, `` kedua sirkuit secara bergantian melaporkan lintasan tersebut sebagai kosong dan kemudian ditempati hampir terus-menerus sejak tanggal 17 Juni, ketika bagian dari perangkat sinyal lintasan diganti, hingga saat kecelakaan terjadi, menurut sumber Metro. ''",True
neutral,"Pada pukul 10.58 pagi, Outokumpu turun 2,74 persen menjadi 24,87 euro, sedangkan OMX Helsinki 25 naik 0,55 persen menjadi 2,825.14 dan OMX Helsinki bertambah 0,64 persen menjadi 9,386.89.",True
neutral,pada pukul 9:00 EET Laporan Tahunan Alma Media untuk tahun 2009 dijadwalkan akan diterbitkan pada minggu kalender ke-9.,True
neutral,"Pada akhir Agustus, Sampo merupakan pemegang saham terbesar Nordea dengan kepemilikan sebesar 20,6%, diikuti oleh negara dengan kepemilikan sebesar 19,9%.",True
neutral,"Pada awalnya, layanan Solteq kepada perusahaan yang beroperasi di wilayah St. Petersburg akan mencakup sistem pemeliharaan dan manajemen material serta solusi pengumpulan data.",True
neutral,Autotank Group adalah bagian dari Divisi Sistem Aspo.,True
neutral,Basware Einvoices Oy akan digabungkan ke dalam perusahaan induk selama periode fiskal saat ini.,True
neutral,"Karena aplikasi tersebut dapat dianggap sebagai aplikasi peretasan, maka aplikasi tersebut diklasifikasikan oleh F-Secure sebagai perangkat berisiko.",True
neutral,"Sebelum FKI, John Jiang pernah bekerja di beberapa posisi general manager atau konsultan bisnis senior di perusahaan internasional di Tiongkok.",True
negative,Target Benefon adalah memberhentikan sementara atau permanen hingga 20% staf pabrik Salo.,True
neutral,"Selain itu, Pit-Produkt akan memasuki segmen baru.",True
neutral,Tawaran atau penawaran mencakup setidaknya 1.000 saham dan nilai saham tersebut harus setara dengan setidaknya EUR4.000.,True
neutral,CapMan melakukan investasi awal di OneMed pada bulan Juni 2006.,True
neutral,"CapMan mengatakan dampak kesepakatan tersebut terhadap arus kasnya untuk tahun 2009 berjumlah EUR3,4 juta, namun transaksi tersebut tidak akan mempengaruhi hasil keuangannya untuk tahun 2009 karena transaksi tersebut dilaksanakan pada nilai wajar.",True
neutral,Segmen katalis mencakup kategori produk katalis pengilangan dan katalis poliolefin.,True
neutral,"Componenta adalah perusahaan sektor logam dengan operasi internasional dan pabrik produksi yang berlokasi di Finlandia, Belanda, Swedia dan Turki.",True
neutral,"Comptel Corporation Sami Ervio Presiden dan CEO, Distribusi: NASDAQ OMX Helsinki Media utama Solusi Comptel Dynamic OSS memungkinkan penyedia layanan telekomunikasi untuk memberikan layanan secara fleksibel dan membebankan biaya secara efektif.",True
neutral,"Terdiri dari tujuh unit yang saling terhubung, pusat logistik Mega Image akan memiliki panjang 347 meter dan tinggi 12 meter.",True
neutral,"Pekerjaan konstruksi Pusat Musik Helsinki akan dimulai pada musim gugur ini, dengan total biaya proyek diperkirakan mencapai 140 juta euro.",True
neutral,HAK CIPTA AFX News dan AFX Financial News Logo adalah merek dagang terdaftar dari AFX News Limited,True
neutral,"Cramo, yang berkantor pusat di Vantaa, Finlandia, menyewakan mesin dan peralatan konstruksi, serta menyewakan dan menjual ruang modular.",True
neutral,Konversi mata uang didasarkan pada nilai tukar pada saat transaksi.,True
neutral,"Saat ini umpan Terminator diproduksi di fasilitas subkontrak di Meksiko namun produksinya akan dialihkan ke pabrik Rapala di Shenzhen, Cina.",True
neutral,"Destia Oy adalah perusahaan infrastruktur dan jasa konstruksi Finlandia yang membangun, memelihara dan merancang rute lalu lintas, lingkungan industri dan lalu lintas, tetapi juga lingkungan hidup yang lengkap.",True
neutral,"Digia juga akan mendirikan dua anak perusahaan, Digia Norwegia AS dan Digia USA Inc.",True
neutral,Penerbit Belanda De Vijver hari ini menyatakan telah setuju untuk membeli 49% saham majalah mingguan Belgia Humo dari perusahaan media Finlandia Sanoma HEL:SAA1V.,True
neutral,Setiap saham berhak atas satu suara.,True
neutral,Setiap tahun dividen dipotong dari harga berlangganan.,True
neutral,"Laba per saham EPS sebesar EUR0,01.",True
neutral,"Laba per saham adalah EUR -0,04 -0,06 .",True
neutral,Elcoteq memiliki jaringan global situs Layanan Purna Jual yang memiliki pengalaman panjang dalam melayani pelanggan Elektronik Konsumen dan Solusi Sistem.,True
neutral,Elcoteq SE terdaftar di Nasdaq OMX Helsinki Ltd.,True
neutral,Versi elektronik memerlukan waktu 24-48 jam karena setiap salinan disesuaikan dengan klien dengan kontrol digital dan tanda air khusus.,True
neutral,"Elisa Corporation akan mengungkapkan laporan keuangan tahun 2006 pada hari Kamis , 8 Februari 2007 .",True
neutral,"Empresa de Desarrollo Urbano de Quito, INNOVAR-UIO, Ekuador telah menugaskan Poyry untuk mempersiapkan studi kelayakan untuk sistem angkutan massal cepat perkotaan yang baru.",True
neutral,"Erkki Jarvinen, Presiden Rautakirja dan kepala divisi Perdagangan Sanoma, akan meninggalkan tugasnya saat ini pada musim semi 2009 untuk posisi serupa di luar Grup Sanoma.",True
neutral,"Etanol akan dibuat dari jelai, dan produksinya dapat dimulai pada tahun 2008.",True
neutral,"KOMPOSIT EXEL SINGKAT Exel Composites adalah perusahaan teknologi yang merancang, memproduksi dan memasarkan profil dan tabung komposit untuk aplikasi industri.",True
neutral,Excel berkantor pusat di Mantyharju di Finlandia.,True
neutral,fasad di Riga 8 Maret 2010 - Perusahaan konstruksi Finlandia YIT Oyj HEL: YTY1V mengatakan hari ini bahwa mereka akan membangun rangka dan fasad dalam proyek pembangunan menara di Riga.,True
neutral,Fancy Dans sedang bergerak Toko hadiah dan interior FAB Glasgow Fancy Dans sedang bergerak!,True
neutral,"Laporan Keuangan meliputi laporan keuangan konsolidasian Grup, Laporan Dewan Direksi, Laporan Auditor dan Laporan Tata Kelola Perusahaan.",True
neutral,"FinancialWire tm bukanlah layanan siaran pers, dan tidak menerima kompensasi atas berita, opini, atau distribusinya.",True
positive,"Finnair memperluas: Finnair berencana menambah lebih banyak penerbangan pada rute ke Hong Kong, India dan Rusia.",True
neutral,Bank Finlandia +_land akan meluncurkan rekening tabungan pensiun jangka panjangnya pada awal Juni 2010.,True
positive,"Perusahaan makanan Finlandia Raisio Oyj HEL: RAIVV mengatakan hari ini pihaknya akan membeli perusahaan makanan ringan dan gula-gula Inggris Big Bear Group plc dengan nilai perusahaan sebesar EUR 95,3 juta USD 129,9 juta.",True
neutral,Kelompok industri Finlandia Ruukki Group Plc OMX Helsinki: RUG1V mengatakan pada hari Jumat 14 November bahwa segmen bisnis furniturnya Incap Furniture telah menyelesaikan negosiasi personel yang dimulai pada akhir September.,True
neutral,"Pemasok komponen logam asal Finlandia, Componenta, pada tanggal 26 Desember 2006 mengajukan permohonan persetujuan kepada Dewan Pasar Modal Turki untuk meluncurkan penawaran wajib bagi sisa saham produsen pengecoran besi dan aluminium Doktas Dokumculuk.",True
neutral,"Sampo-Rosenlew dari Finlandia memproduksi sekitar tujuh mesin kehutanan setiap bulannya, dan sekitar setengah dari mesin tersebut diekspor.",True
neutral,Finnlines memiliki enam kapal yang sedang dibangun di Tiongkok dengan pengiriman dijadwalkan antara kuartal pertama tahun 2011 dan kuartal terakhir tahun 2012.,True
neutral,Finnlines akan mengumumkan pada minggu ke 17 tahun 2006 tindakan apa yang akan diambil untuk mengatasi situasi ini.,True
positive,"perusahaan 28 Oktober 2009 - Pembuat peralatan pengangkat asal Finlandia Konecranes Oyj HEL: KCR1V hari ini mengatakan pihaknya mengakuisisi US Machine Tool Solutions Unlimited di Cincinnati, Ohio, dengan jumlah yang tidak diungkapkan.",True
neutral,"Setelah penerbitan ini, saham baru tersebut akan menjadi 10 persen dari modal perusahaan.",True
neutral,"Untuk keperluan akuisisi tersebut, PKC akan mendirikan anak perusahaan di Polandia.",True
neutral,"Didirikan pada tahun 1923, Finnair adalah salah satu maskapai penerbangan tertua di dunia dan terbang ke 60 tujuan dengan armada 63 pesawat, yang mempekerjakan 9.500 orang.",True
neutral,GeoSentric memperoleh pembiayaan tambahan dengan menerbitkan sebanyak-banyaknya 220.000 saham baru dan obligasi konversi dengan hak memesan efek atas 880.000 saham yang telah diambil bagian penuh.,True
neutral,"Saham Glaston, GLA1V, terdaftar di NASDAQ OMX Helsinki, Mid Cap List.",True
neutral,Alasan pemberitahuan : Tiimari Plc 30/12/2010 mengeluarkan keputusan alokasi Pinjaman Konversi Modal oleh Dewan pada 31/01/2011 .,True
positive,Pertumbuhan diperkirakan akan terus berlanjut pada tahun 2008.,True
neutral,Layanan GyPSii mendukung sepuluh bahasa berbeda termasuk Korea dan Rusia.,True
neutral,Dia membenarkan pandangannya pada 6 Juli.,True
neutral,Dia adalah anggota Dewan di berbagai perusahaan dan pemegang saham jaringan spesialis dewan Boardman Ltd.,True
neutral,"HELSINKI AFX - Cargotec mengatakan pihaknya telah membeli 95 persen saham di Indital Construction Machinery Ltd, sebuah perusahaan yang berbasis di Bangalore yang membuat truk forklift dan mobile crane, dengan harga yang tidak diungkapkan.",True
neutral,"HELSINKI AFX-Cramo mengatakan telah setuju untuk menjual Cramo Nederland BV CNL, unit penyewaan mesin dan peralatannya di Belanda, kepada Jaston Groep dengan harga yang tidak diungkapkan.",True
neutral,"Componenta yang berbasis di Helsinki membeli perusahaan terdaftar di Turki, Doktas, pada bulan Oktober 2006 seharga 89 juta euro, menjadikannya investasi Finlandia terbesar di Turki hingga saat ini.",True
neutral,"Namun, penawaran tersebut kemungkinan tidak akan dilakukan pada penilaian saat ini, yang sebagian berasal dari kesepakatan penggabungan perusahaan ke dalam cangkang pasar saham.",True
neutral,"SIARAN BURSA EFEK HUHTAMAKI OYJ, 16.9.2008 PUKUL 13.32 Hari Pasar Modal Huhtamaki untuk investor institusi dan analis diadakan di Espoo, 16 September 2008 mulai pukul 13.30 siang waktu Finlandia.",True
neutral,"Saya dapat mengatakan dengan pasti, tidak,' kata Wahlroos seperti dikutip surat kabar tersebut, ketika ditanya tentang minat Sampo untuk mengajukan penawaran untuk RSA.",True
neutral,"Jika Honkarakenne mulai berproduksi di sana, mereka memerlukan mitra untuk operasi penggergajian kayu.",True
neutral,"Selain itu, sembilan kontrak kerja waktu tetap tidak akan diperpanjang dan dua orang akan meninggalkan perusahaan karena perjanjian pensiun.",True
neutral,"Selain itu, area loket layanan yang ada di aula resepsi akan dibangun kembali dan akses ke koneksi kereta api lokal akan disediakan.",True
neutral,"Selain itu pengurangan sembilan orang akan dilakukan melalui dana pensiun atau pengaturan lainnya, perusahaan menambahkan.",True
neutral,"Selain Tulikivi Corporation, saat ini beliau juga menjabat sebagai anggota Dewan di perusahaan berikut: Altia Corporation, J+Ã¯Â¿Â½rvi-Suomen Portti Osuuskunta, Osuuskunta KPY, Profile Vehicles Oy dan Voimatel Oy.",True
neutral,"Di masa depan, pabrik akan fokus pada produksi profil flensa untuk menara ladang angin.",True
neutral,"Sebagai imbalannya, perusahaan ekuitas swasta yang berbasis di New York akan menerima 51% saham di grup TI dan telekomunikasi Latvia.",True
neutral,"Di negara-negara Baltik, target Atria adalah pertumbuhan organik.",True
neutral,"Pengumuman Bursa Efek Incap Corporation 29 April 2010 pukul 1 siang. UNDANGAN KONFERENSI BERITA LAPORAN INTERIM INCAP Q1-2010 Incap akan mempublikasikan laporan interim Januari-Maret 2010 pada hari Rabu, 5 Mei 2010.",True
neutral,"India merupakan prioritas utama kami karena hubungan bisnis antara kedua negara kami juga berkembang,'' kata Tornstrom.",True
neutral,Pemilik terbesar kedua IonPhasE adalah perusahaan modal ventura Aura Capital.,True
neutral,"Iso Omena berbasis di distrik Matinkyla di bagian selatan kota Espoo, Finlandia selatan.",True
neutral,Perusahaan ini pindah ke posisi No. 2 pada tahun 2000 ketika menggabungkan operasi baja dengan Avesta Sheffield untuk membentuk AvestaPolarit.,True
neutral,Bagian ITG dalam kesepakatan itu diperkirakan mencapai 500.000 euro$627.000.,True
neutral,"Pelanggannya meliputi perusahaan lokal Slo Oy, Kiilto Oy, Toptronics Oy, Normark Suomi Oy, Pellonpaja Oy dan Mansner Oy.",True
positive,"Ixonos memperkirakan bahwa mereka akan mempekerjakan 20 spesialis di bidang teknik mesin, desain elektronik, dan R&D untuk unit barunya di Jyvaeskylae pada akhir tahun 2009.",True
neutral,"Jensen, Njastein dan Mike Critch, kepala unit bisnis Dovre Amerika Utara, akan melapor ke Toivola.",True
neutral,"Jukka Hienonen , CEO Finnair saat ini , akan mengundurkan diri pada akhir Januari 2010 .",True
neutral,"Kemira, yang berkantor pusat di Helsinki, Finlandia, adalah grup bahan kimia internasional yang terdiri dari bidang bisnis Kemira Pulp & Paper, Kemira Water, Kemira Specialty dan Kemira Coatings.",True
neutral,Mitra Kemira dalam proyek ini adalah St. Petersburg Water Works.,True
neutral,Kershaw mengambil posisi tersebut dengan segera dari peran sebelumnya sebagai manajer pemasaran Sankey Home & Garden Products.,True
neutral,KONE terdaftar di Bursa Nordik di Helsinki.,True
neutral,"L&T beroperasi di Finlandia, Swedia, Latvia, Rusia dan Norwegia.",True
neutral,"Namun minggu lalu, Nokia mengumumkan bahwa mereka akan menjalin hubungan jangka panjang dengan Microsoft, dan menjadikan sistem operasi Windows Phone 7 sebagai fondasi ponsel Nokia.",True
neutral,Pusat perbelanjaan Stockmann di Latvia adalah anak perusahaan Stockmann Plc dari Finlandia. .,True
neutral,"LEED adalah sistem sertifikasi bangunan ramah lingkungan yang diakui secara internasional, yang dikembangkan oleh Dewan Bangunan Hijau A.S.",True
neutral,LONDON AFX - Fortum mengatakan telah setuju untuk menjual operasi layanan pemeliharaan industrinya ke dana yang dikelola oleh CapMan dengan jumlah yang tidak diungkapkan.,True
neutral,"China Unicom, NYSE: CHU, HKSE: 0762, dan SHSE: 600050, operator seluler terbesar kedua di negara ini.",True
